name	x_center	y_center	width	height	score	sf_confirmed	label	pyramid	level	network_idx	kp_col	kp_row	kp_anchor	classifier_index	pre_classified_subclass	pre_classified_score	class_left_id	d3_separation	class_right_id	x_l	y_lt	y_lb	x_s	y_st	y_sb	x_r	y_rt	y_rb	is_truncated	is_occluded	roof_cut	filtering_score	is_side_truncated	is_bottom_truncated	is_top_truncated	out_of_bounds	crop_x_center	crop_y_center	crop_width	crop_height	l_label	r_label
1697708671133037	2981.665283	805.8256230000001	1675.258301	1589.0626220000001	97.557686	1	2004	5	10	0	16	4	2	255	-1	-1.0	1	3783.195801	2	2144.035889	24.781385	1384.563354	3783.195801	-5.843559	1600.356934	3819.294189	14.945039999999999	1541.944824	1	0	17.137848	0.975577	0	0	0	0	0.0	0.0	0.0	0.0	SIDE	BACK
1697708671133037	1903.3028559999998	1096.130005	277.02655	253.884552	97.104683	1	2001	5	2	0	41	24	3	255	-1	-1.0	2	1764.789673	2	1764.789673	969.187683	1223.0722660000001	1764.789673	969.187683	1223.0722660000001	2041.816162	969.187683	1223.0722660000001	0	0	0.0	0.9710469999999999	0	0	0	0	0.0	0.0	0.0	0.0	BACK	BACK
1697708671133037	197.25946000000002	1132.192627	347.80859399999997	142.55551100000002	93.801056	1	2001	5	2	0	3	25	3	255	-1	-1.0	1	329.531433	2	23.355173	1062.043579	1185.412842	329.531433	1059.6053470000002	1203.470459	371.163757	1061.095825	1200.57605	1	0	1.309501	0.938011	0	0	0	0	0.0	0.0	0.0	0.0	SIDE	BACK
1697708671133037	1574.584351	1065.7617189999999	132.355499	90.796051	88.837204	1	2001	5	2	0	34	23	0	255	-1	-1.0	0	1613.482056	1	1508.406616	1020.435425	1110.0119630000002	1613.482056	1019.797241	1111.15979	1640.762085	1020.8583980000001	1103.244385	0	0	0.566441	0.8883719999999999	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708671133037	1716.5876460000002	1025.608643	98.743172	116.812592	88.100197	1	2003	5	2	0	37	22	0	255	-1	-1.0	0	1740.805054	1	1667.216187	967.273193	1082.884033	1740.805054	966.636902	1084.014893	1765.9593510000002	967.697266	1076.0980220000001	0	0	0.565488	0.8810020000000001	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708671133037	2046.723389	1050.585693	66.74789399999999	82.18780500000001	84.479355	1	2001	5	2	0	44	23	0	255	-1	-1.0	2	2013.3494870000002	2	2013.3494870000002	1009.4918210000001	1091.6795650000001	2013.3494870000002	1009.4918210000001	1091.6795650000001	2080.097412	1009.4918210000001	1091.6795650000001	0	0	0.0	0.844794	0	0	0	0	0.0	0.0	0.0	0.0	BACK	BACK
1697708671133037	1655.763916	1051.137329	99.650459	95.360641	83.84153	1	2001	5	2	0	36	23	2	255	-1	-1.0	0	1665.172241	1	1605.938599	1003.519714	1097.814453	1665.172241	1002.9895019999999	1098.817627	1705.589111	1003.8617550000001	1092.340942	0	0	0.467496	0.8384149999999999	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708671133037	956.191589	1070.164551	95.705223	64.889145	69.18096899999999	1	2001	5	2	0	20	23	0	255	-1	-1.0	1	965.505981	2	908.3389890000001	1038.010498	1097.9592289999998	965.505981	1037.383179	1102.609009	1004.0441890000001	1037.765991	1101.8710939999999	0	0	0.336729	0.69181	0	0	0	0	0.0	0.0	0.0	0.0	SIDE	BACK
1697708671133037	1133.59314	1057.519409	95.98606099999999	56.818886	50.317375	1	2001	5	2	0	24	23	0	255	-1	-1.0	1	1155.700439	2	1085.6000980000001	1029.35022	1082.085693	1155.700439	1028.831421	1085.928833	1181.5860599999999	1029.1483150000001	1085.315918	0	0	0.278501	0.503174	0	0	0	0	0.0	0.0	0.0	0.0	SIDE	BACK
1697708671133037	1098.989868	1072.085449	45.7687	108.505669	40.380192	1	0	5	0	0	23	23	1	255	-1	-1.0	-1	1076.1054689999999	-1	1076.1054689999999	1017.8327029999999	1126.3383789999998	1076.1054689999999	1017.8327029999999	1126.3383789999998	1121.874146	1017.8327029999999	1126.3383789999998	0	0	0.0	0.001584	0	0	0	0	0.0	0.0	0.0	0.0	NO_DIRECTION_CLASSIFICATION	NO_DIRECTION_CLASSIFICATION
1697708685799636	2848.470703	1148.398193	408.111206	317.85952799999995	96.405167	1	2001	5	10	0	15	6	0	255	-1	-1.0	2	2967.78418	1	2644.415039	989.720764	1303.2891849999999	2967.78418	987.4212039999999	1307.3278810000002	3052.5263670000004	991.2629390000001	1278.6132810000001	0	0	2.047073	0.964052	0	0	0	0	0.0	0.0	0.0	0.0	BACK	SIDE
1697708685799636	1810.5528559999998	954.17395	760.964478	392.504211	95.888565	1	2004	5	10	0	9	5	0	255	-1	-1.0	0	1639.743042	1	1430.070557	758.2636110000001	1144.957642	1639.743042	755.4349980000001	1150.426025	2191.034912	760.066895	1116.104248	0	0	2.486878	0.958886	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708685799636	3695.6611329999996	1105.404541	220.434036	135.629425	93.127525	1	2001	5	2	0	81	24	3	255	-1	-1.0	2	3768.935547	1	3585.444336	1037.6872560000002	1171.659058	3768.935547	1036.819092	1173.2192380000001	3805.878418	1038.262939	1162.449707	1	0	0.770604	0.931275	0	0	0	0	0.0	0.0	0.0	0.0	BACK	SIDE
1697708685799636	2586.825195	1051.321655	197.985077	110.18898	92.08609	1	2001	5	2	0	56	23	2	255	-1	-1.0	0	2588.672852	1	2487.832764	996.3270869999999	1104.8178710000002	2588.672852	995.494202	1106.416138	2685.817871	996.860291	1096.2873539999998	0	0	0.7329399999999999	0.920861	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708685799636	3368.8100590000004	1051.067505	123.489304	62.281608999999996	88.423935	1	2001	5	2	0	74	23	0	255	-1	-1.0	0	3369.594727	1	3307.065674	1019.984314	1081.288086	3369.594727	1019.505493	1082.208252	3430.554932	1020.290466	1076.389648	0	0	0.421174	0.884239	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708685799636	3075.947998	1053.8084720000002	141.99646	80.676956	88.373863	1	2001	5	2	0	67	23	0	255	-1	-1.0	0	3072.625732	1	3004.949707	1013.5383300000001	1093.053833	3072.625732	1012.9699099999999	1094.1469730000001	3146.946289	1013.901794	1087.239014	0	0	0.500075	0.8837389999999999	0	0	0	0	0.0	0.0	0.0	0.0	FRONT	SIDE
1697708685799636	3789.916504	1066.9063720000001	50.977707	70.505333	67.939148	1	2001	5	2	0	83	23	0	255	-1	-1.0	2	3811.7170409999994	1	3764.42749	1031.6640619999998	1101.992554	3811.7170409999994	1031.5703119999998	1102.158936	3815.405273	1031.7265619999998	1100.993042	1	0	0.08326499999999999	0.679391	0	0	0	0	0.0	0.0	0.0	0.0	BACK	SIDE
1697708685799636	1341.0317380000001	1040.66272	133.875854	94.22584499999999	76.40123	1	1	5	4	0	14	11	0	255	-1	-1.0	-1	1274.0938720000001	-1	1274.0938720000001	993.5498660000001	1087.775635	1274.0938720000001	993.5498660000001	1087.775635	1407.969727	993.5498660000001	1087.775635	0	0	0.0	0.606687	0	0	0	0	0.0	0.0	0.0	0.0	NO_DIRECTION_CLASSIFICATION	NO_DIRECTION_CLASSIFICATION
1697708685799636	1355.012085	999.779907	83.200722	151.087311	82.018158	1	0	5	0	0	29	22	0	255	-1	-1.0	-1	1313.4116210000002	-1	1313.4116210000002	924.236206	1075.323486	1313.4116210000002	924.236206	1075.323486	1396.612305	924.236206	1075.323486	0	0	0.0	0.175076	0	0	0	0	0.0	0.0	0.0	0.0	NO_DIRECTION_CLASSIFICATION	NO_DIRECTION_CLASSIFICATION
